Relative File path,File name,Season,Episode,Actors,Characters,Keywords,Title,Size,Dimensions,Credit,Device make,Device model,Color space,Color profile,Focal length,Description,Alpha channel,Red eye,Metering mode,F number,Exposure program,Exposure time,Instructions
visual-media-imagery/WW/TheWitcher_103_Unit_03356.jpg,TheWitcher_103_Unit_03356.jpg,1,3,"Anya Chalotra, Isobel Laidler","Yennefer of Vengerberg, Queen Kalis of Lyria",,,"18,7 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),185 mm,WW_103_25.01.2019_320.NEF,No,No,Spot,"f/3,2",Manual,1/200,(FSC:KV)
visual-media-imagery/WW/0104052.jpg,,1,4,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,"15,7 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),78 mm,WW_104_08.03.2019_438.NEF,No,No,Spot,"f/5,0",Manual,1/1.250,
visual-media-imagery/WW/GRADED_Witcher_104_Unit_00126.p3nyzqw88p.jpg,GRADED_Witcher_104_Unit_00126.p3nyzqw88p.jpg,1,4,Eamon Farren,Cahir,,,"23,5 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),200 mm,WW_104_14.12.2018_126.NEF,No,No,Spot,"f/2,8",Manual,1/200,(FSC:KV)
visual-media-imagery/WW/Witcher_104_Unit_00881_RT.jpg,Witcher_104_Unit_00881_RT.jpg,1,4,Joey Batey,Jaskier,,,"19,1 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),36 mm,WW_104_23.01.2019_182.NEF,No,No,Spot,"f/3,2",Manual,1/125,(FSC:KV)
visual-media-imagery/WW/GRADED_Witcher_104_Unit_01245_RT.jpg,GRADED_Witcher_104_Unit_01245_RT.jpg,1,4,Henry Cavill,Geralt of Rivia,,,"20,4 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),55 mm,WW_104_23.01.2019_546.NEF,No,No,Spot,"f/2,8",Manual,1/160,(FSC:KV)
visual-media-imagery/WW/Witcher_104_Unit_01311_RT.fk6yyqqd8p.jpg,Witcher_104_Unit_01311_RT.fk6yyqqd8p.jpg,1,4,"Anya Chalotra, Isobel Laidler","Yennefer of Vengerberg, Queen Kalis of Lyria",,,16 MB,6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),26 mm,WW_104_24.01.2019_05.NEF,No,No,Spot,"f/3,2",Manual,1/125,(FSC:KV)
visual-media-imagery/WW/GRADED_Witcher_104_Unit_01371_RT.jpg,GRADED_Witcher_104_Unit_01371_RT.jpg,1,4,Henry Cavill,Geralt of Rivia,,,"23,5 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),102 mm,WW_104_25.01.2019_39.NEF,No,No,Spot,"f/2,8",Manual,1/100,(FSC:KV)
visual-media-imagery/WW/GRADED_Witcher_104_Unit_01815_RT.fk3wl2edf.jpg,GRADED_Witcher_104_Unit_01815_RT.fk3wl2edf.jpg,1,4,"Jodhi May, Henry Cavill","Queen Calanthe, Geralt of Rivia",,,"21,2 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),66 mm,WW_104_28.01.2019_407.NEF,No,No,Spot,"f/2,8",Manual,1/160,(FSC:KV)
visual-media-imagery/WW/Witcher_104_Unit_02259_RT.p3pyzwqddp.jpg,Witcher_104_Unit_02259_RT.p3pyzwqddp.jpg,1,4,Anya Chalotra,Yennefer of Vengerberg,,,"12,6 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),38 mm,WW_104_08.03.2019_185.NEF,No,No,Spot,"f/5,0",Manual,1/1.000,
visual-media-imagery/WW/GRADED_Witcher_104_Unit_02271_hgc3.600.jpg,GRADED_Witcher_104_Unit_02271_hgc3.600.jpg,1,4,Anya Chalotra,Yennefer of Vengerberg,,,"12,5 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),38 mm,WW_104_08.03.2019_197.NEF,No,No,Spot,"f/5,0",Manual,1/1.000,
visual-media-imagery/WW/TheWitcher_Season1_Episode5_00_08_31_04.jpg,TheWitcher_Season1_Episode5_00_08_31_04.jpg,1,5,Anya Chalotra,Yennefer of Vengerberg,,,3 MB,3397 x 1920,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/WW/TheWitcher_105_Unit_00250.jpg,TheWitcher_105_Unit_00250.jpg,1,5,"Philippe Spall, Anya Chalotra","Hemet, Yennefer of Vengerberg",,,"16,9 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),40 mm,WW_105_20.02.2019_53.NEF,No,No,Spot,"f/3,2",Manual,1/200,(FSC:KV)
visual-media-imagery/WW/Witcher_105_Unit_00265_RT.fkqyzww88f.jpg,Witcher_105_Unit_00265_RT.fkqyzww88f.jpg,1,5,Anya Chalotra,Yennefer of Vengerberg,,,"15,5 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),70 mm,WW_105_20.02.2019_68.NEF,No,No,Spot,"f/2,8",Manual,1/160,(FSC:KV)
visual-media-imagery/WW/0106062.jpg,,1,6,Colette Dalal Tchantcho,Véa,,,"13,1 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),70 mm,WW_106_13.03.2019_175.NEF,No,No,Spot,"f/4,0",Manual,1/500,
visual-media-imagery/WW/0106070.jpg,,1,6,Jeremy Crawford,Yarpen Zigrin,,,"4,7 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,42 mm,WW_106_18.03.2019_605.NEF,No,No,Spot,"f/5,0",Manual,1/500,
visual-media-imagery/WW/0106071.jpg,,1,6,"Colette Dalal Tchantcho, Adele Oni","Véa, Téa",,,"6,2 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,70 mm,WW_106_01.04.2019_284.NEF,No,No,Spot,"f/3,2",Manual,1/200,
visual-media-imagery/WW/Witcher_106_Unit_00008_RT.jpg,Witcher_106_Unit_00008_RT.jpg,1,6,"Kain Francis, Simeon Dyer, Jeremy Crawford","Yanick Brass, Lucas Corto, Yarpen Zigrin",,,"4,3 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,34 mm,WW_106_13.03.2019_08.NEF,No,No,Spot,"f/4,0",Manual,1/160,
visual-media-imagery/WW/Witcher_106_Unit_00541_RT.jpg,Witcher_106_Unit_00541_RT.jpg,1,6,"Henry Cavill, Ron Cook, Adele Oni, Joey Batey, Colette Dalal Tchantcho","Geralt of Rivia, Borch Three Jackdaws, Téa, Jaskier, Véa",,,"4,2 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,70 mm,WW_106_14.03.2019_32.NEF,No,No,Spot,"f/4,0",Manual,1/400,
visual-media-imagery/WW/GRADED_Witcher_106_Unit_00914_RT.jpg,GRADED_Witcher_106_Unit_00914_RT.jpg,1,6,Henry Cavill,Geralt of Rivia,,,"14,1 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),56 mm,WW_106_14.03.2019_405.NEF,No,No,Spot,"f/4,0",Manual,1/160,
visual-media-imagery/WW/Witcher_106_Unit_00979-RT.jpg,Witcher_106_Unit_00979-RT.jpg,1,6,"Jeremy Crawford, Simeon Dyer, Kain Francis, Joey Batey","Yarpen Zigrin, Lucas Corto, Yanick Brass, Jaskier",,,"4,6 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,56 mm,WW_106_14.03.2019_470.NEF,No,No,Spot,"f/4,0",Manual,1/250,
visual-media-imagery/WW/Witcher_106_Unit_01442_RT.jpg,Witcher_106_Unit_01442_RT.jpg,1,6,"Henry Cavill, Anya Chalotra","Geralt of Rivia, Yennefer of Vengerberg",,,"3,4 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,175 mm,WW_106_16.03.2019_156.NEF,No,No,Spot,"f/5,0",Manual,1/500,
visual-media-imagery/WW/Witcher_106_Unit_01477_RT.jpg,Witcher_106_Unit_01477_RT.jpg,1,6,"Henry Cavill, Anya Chalotra","Geralt of Rivia, Yennefer of Vengerberg",,,"3,2 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,24 mm,WW_106_16.03.2019_191.NEF,No,No,Spot,"f/5,0",Manual,1/200,
visual-media-imagery/WW/Witcher_106_Unit_02235_RT.jpg,Witcher_106_Unit_02235_RT.jpg,1,6,"Henry Cavill, Anya Chalotra","Geralt of Rivia, Yennefer of Vengerberg",,,"14,3 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),155 mm,WW_106_18.03.2019_546.NEF,No,No,Spot,"f/5,0",Manual,1/1.250,
visual-media-imagery/WW/Witcher_106_Unit_02281_RT.jpg,Witcher_106_Unit_02281_RT.jpg,1,6,"Simeon Dyer, Jeremy Crawford","Lucas Corto, Yarpen Zigrin",,,"4,6 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,60 mm,WW_106_18.03.2019_592.NEF,No,No,Spot,"f/5,0",Manual,1/640,
visual-media-imagery/WW/Witcher_106_Unit_03523_RT.jpg,Witcher_106_Unit_03523_RT.jpg,1,6,"Henry Cavill, Joey Batey, Jeremy Crawford, Kain Francis, Simeon Dyer","Geralt of Rivia, Jaskier, Yarpen Zigrin, Yanick Brass, Lucas Corto",,,"4,8 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,70 mm,WW_106_05.04.2019_337.NEF,No,No,Spot,"f/4,0",Manual,1/160,(FSC:KV)
visual-media-imagery/WW/Witcher_106_Unit_03623_RT.jpg,Witcher_106_Unit_03623_RT.jpg,1,6,"Henry Cavill, Joey Batey","Geralt of Rivia, Jaskier",,,"17,1 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),116 mm,WW_106_05.04.2019_437.NEF,No,No,Spot,"f/3,2",Manual,1/160,(FSC:KV)
visual-media-imagery/WW/0107075.jpg,,1,7,Anya Chalotra,Yennefer of Vengerberg,,,"4,3 MB",3840 x 1920,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/WW/Witcher_107_Unit_00873_RT.jpg,Witcher_107_Unit_00873_RT.jpg,1,7,"Tobi Bamtefa, Jodhi May, Maciej Musiał","Danek, Queen Calanthe, Sir Lazlo",,,"4,5 MB",6016 x 4016,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/WW/0108081.jpg,,1,8,Eamon Farren,Cahir,,,12 MB,6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),48 mm,WW_108_03.05.2019_269.NEF,No,No,Spot,"f/4,0",Manual,1/1.000,
visual-media-imagery/WW/0108082.jpg,,1,8,Eamon Farren,Cahir,,,"5,6 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,50 mm,WW_108_03.05.2019_392.NEF,No,No,Spot,"f/4,0",Manual,1/1.250,
visual-media-imagery/WW/Witcher_108_Unit_00231_RT.jpg,Witcher_108_Unit_00231_RT.jpg,1,8,"MyAnna Buring, Anya Chalotra, Mahesh Jadu","Tissaia de Vries, Yennefer of Vengerberg, Vilgefortz of Roggeveen",,,"9,4 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),175 mm,WW_108_11.03.2019_231.NEF,No,No,Spot,"f/5,0",Manual,1/320,
visual-media-imagery/WW/Witcher_108_Unit_00396_RT.jpg,Witcher_108_Unit_00396_RT.jpg,1,8,Anya Chalotra,Yennefer of Vengerberg,,,"12,8 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),70 mm,WW_108_11.03.2019_396.NEF,No,No,Spot,"f/5,0",Manual,1/640,
visual-media-imagery/WW/Witcher_108_Unit_00449_RT.jpg,Witcher_108_Unit_00449_RT.jpg,1,8,Mahesh Jadu,Vilgefortz of Roggeveen,,,12 MB,6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),70 mm,WW_108_11.03.2019_449.NEF,No,No,Spot,"f/5,0",Manual,1/200,
visual-media-imagery/WW/Witcher_108_Unit_00562_RT.jpg,Witcher_108_Unit_00562_RT.jpg,1,8,"Judit Fekete, Anya Chalotra","Vanielle of Brugge, Yennefer of Vengerberg",,,"14,6 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),58 mm,WW_108_09.04.2019_76.NEF,No,No,Spot,"f/4,5",Manual,1/500,
visual-media-imagery/WW/Witcher_108_Unit_01363_RT.jpg,Witcher_108_Unit_01363_RT.jpg,1,8,,,,,"4,5 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,70 mm,WW_108_03.05.2019_204.NEF,No,No,Spot,"f/4,0",Manual,1/1.000,
visual-media-imagery/WW/Witcher_108_Unit_02329_RT.jpg,Witcher_108_Unit_02329_RT.jpg,1,8,Anya Chalotra,Yennefer of Vengerberg,,,"6,2 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,sRGB IEC61966-2.1,23 mm,WW_108_10.05.2019_71.ARW,No,No,Other,"f/3,2",Manual,1/160,
visual-media-imagery/WW/Witcher_108_Unit_02471_RT.jpg,Witcher_108_Unit_02471_RT.jpg,1,8,Anya Chalotra,Yennefer of Vengerberg,,,"23,6 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,Adobe RGB (1998),55 mm,WW_108_10.05.2019_213.ARW,No,No,Other,"f/1,8",Manual,1/125,
visual-media-imagery/WW/Witcher_108_Unit_02705_RT.jpg,Witcher_108_Unit_02705_RT.jpg,1,8,Anya Chalotra,Yennefer of Vengerberg,,,"15,6 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,Adobe RGB (1998),165 mm,WW_108_10.05.2019_447.ARW,No,No,Other,"f/3,2",Manual,1/250,
visual-media-imagery/WW/Witcher_108_Unit_02823_RT.jpg,Witcher_108_Unit_02823_RT.jpg,1,8,"Henry Cavill, Freya Allan","Geralt of Rivia, Princess Cirilla 'Ciri' of Cintra",,,7 MB,6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,sRGB IEC61966-2.1,117 mm,WW_108_15.05.2019_88.ARW,No,No,Other,"f/2,8",Manual,1/160,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_02951_RT.jpg,Witcher_108_Unit_02951_RT.jpg,1,8,"Henry Cavill, Freya Allan","Geralt of Rivia, Princess Cirilla 'Ciri' of Cintra",,,"24,9 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,Adobe RGB (1998),200 mm,WW_108_15.05.2019_216.ARW,No,No,Other,"f/2,8",Manual,1/100,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_03108_RT.jpg,Witcher_108_Unit_03108_RT.jpg,1,8,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,"17,6 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,Adobe RGB (1998),55 mm,WW_108_16.05.2019_22.ARW,No,No,Other,"f/3,2",Manual,1/100,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_03151_RT.jpg,Witcher_108_Unit_03151_RT.jpg,1,8,"Freya Allan, Henry Cavill","Princess Cirilla 'Ciri' of Cintra, Geralt of Rivia",,,"20,8 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,Adobe RGB (1998),55 mm,WW_108_16.05.2019_65.ARW,No,No,Other,"f/2,8",Manual,1/125,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_03193_RT.jpg,Witcher_108_Unit_03193_RT.jpg,1,8,Henry Cavill,Geralt of Rivia,,,"5,2 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,sRGB IEC61966-2.1,55 mm,WW_108_16.05.2019_107.ARW,No,No,Other,"f/3,2",Manual,1/160,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_03459_RT.jpg,Witcher_108_Unit_03459_RT.jpg,1,8,MyAnna Buring,Tissaia de Vries,,,"6,5 MB",6000 x 4000,Katalin Vermes,SONY,ILCE-9,RGB,sRGB IEC61966-2.1,70 mm,WW_108_20.05.2019_128.ARW,No,No,Other,"f/3,5",Manual,1/200,(FSC:AA)
visual-media-imagery/WW/Witcher_108_Unit_03788_RT.jpg,Witcher_108_Unit_03788_RT.jpg,1,8,"MyAnna Buring, Mahesh Jadu, Anya Chalotra, Jack Bandeira, Therica Wilson-Read, Judit Fekete","Tissaia de Vries, Vilgefortz of Roggeveen, Yennefer of Vengerberg, Young Alderman, Sabrina Glevissig, Vanielle of Brugge",,WitcherS1,"12,8 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,Adobe RGB (1998),58 mm,WW_108_26.04.2019_110.NEF,No,No,Spot,"f/4,5",Manual,1/320,(FSC: MK)
visual-media-imagery/WW/Witcher_108_Unit_03837_RT.jpg,Witcher_108_Unit_03837_RT.jpg,1,8,"MyAnna Buring, Anya Chalotra, Anna Shaffer, Therica Wilson-Read, Jack Bandeira","Tissaia de Vries, Yennefer of Vengerberg, Triss Merigold, Sabrina Glevissig, Young Alderman",,WitcherS1,"7,1 MB",6016 x 4016,Katalin Vermes,NIKON CORPORATION,NIKON D750,RGB,sRGB IEC61966-2.1,62 mm,WW_108_26.04.2019_159.NEF,No,No,Spot,"f/4,5",Manual,1/640,(FSC: MK)
visual-media-imagery/WW/Witcher_108_Unit_04038_RT.jpg,Witcher_108_Unit_04038_RT.jpg,1,8,Therica Wilson-Read,Sabrina Glevissig,,,"6,6 MB",6016 x 4016,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/MM/20211221_024317.jpg,20211221_024317.jpg,2,,Henry Cavill,Geralt of Rivia,,,285 KB,1068 x 1601,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/MM/CIRI_TRAINING.jpg,CIRI_TRAINING.jpg,2,,"Freya Allan, Paul Bullion","Princess Cirilla 'Ciri' of Cintra, Lambert","DAY_47, Duplicate, SELECT",,"19,3 MB",6925 x 4739,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),180 mm,JM2_6537.NEF,No,No,Pattern,"f/5,0",Manual,1/200,(FSC:KV)
visual-media-imagery/MM/JM2_6395_RT.jpg,JM2_6395_RT.jpg,2,,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,28 MB,8256 x 5504,JAY MAIDMENT,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),200 mm,,No,No,Pattern,"f/4,0",Manual,1/200,
visual-media-imagery/MM/JM2_6713_RT.jpg,JM2_6713_RT.jpg,2,,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,"27,9 MB",8256 x 5504,JAY MAIDMENT,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),125 mm,,No,No,Pattern,"f/5,0",Manual,1/200,
visual-media-imagery/MM/MM_SS_HC_268_RT.jpg,MM_SS_HC_268_RT.jpg,2,,Henry Cavill,Geralt of Rivia,Dupe-Jpeg-Raw,,"19,2 MB",5504 x 8256,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),130 mm,MM_SS_HC 268.NEF,No,No,Pattern,"f/4,5",Manual,1/125,(FSC:RR)
visual-media-imagery/MM/MM_SS_HC_295_RT.jpg,MM_SS_HC_295_RT.jpg,2,,Henry Cavill,Geralt of Rivia,Dupe-Jpeg-Raw,,"9,3 MB",5504 x 3795,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),115 mm,MM_SS_HC 295.TIF,No,No,Pattern,"f/4,5",Manual,1/125,(FSC:RR)
visual-media-imagery/MM/ROACH_FIRSTLOOK-1.jpg,ROACH_FIRSTLOOK-1.jpg,2,,"Freya Allan, Henry Cavill","Princess Cirilla 'Ciri' of Cintra, Geralt of Rivia",,,"8,6 MB",3936 x 2624,Susie Allnut,NIKON CORPORATION,NIKON Z 6,RGB,Adobe RGB (1998),32 mm,MMSA_17_11_2020CS81-138.DNG,No,No,Pattern,"f/2,8",Manual,1/160,
visual-media-imagery/MM/S2_JASKIER_FIRST_LOOK-1.jpg,S2_JASKIER_FIRST_LOOK-1.jpg,2,,Joey Batey,Jaskier,,MYSTERIOUS MONSTERS SEASON 2,"7,9 MB",3936 x 2624,Susie Allnutt,NIKON CORPORATION,NIKON Z 6,RGB,Adobe RGB (1998),41 mm,MM_04_02_2021CS114SSUSIEALLNUTT-143.dng,No,No,Pattern,"f/2,8",Manual,1/100,(FSC: MK)
visual-media-imagery/MM/TheWitcher_Season2_Nivellen_First_Look.png,TheWitcher_Season2_Nivellen_First_Look.png,2,,Kristofer Hivju,Nivellen,,,"15,6 MB",3840 x 1920,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/MM/The_Witcher_S2_Vesemir_First_Look-4x5-1.jpg,The_Witcher_S2_Vesemir_First_Look-4x5-1.jpg,2,,Kim Bodnia,Vesemir,DAY_37,,"10,6 MB",5504 x 6880,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,sRGB IEC61966-2.1,170 mm,JM2_3751.NEF,No,No,Pattern,"f/2,8",Manual,1/125,(FSC:KV)
visual-media-imagery/MM/The_Witcher_S2_Vesemir_First_Look_4x5-1.jpg,The_Witcher_S2_Vesemir_First_Look_4x5-1.jpg,2,,"Yasen Atour, Kim Bodnia","Coen, Vesemir","DAY_37, select",,"6,2 MB",5504 x 6880,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,sRGB IEC61966-2.1,112 mm,JM2_3761.NEF,No,No,Pattern,"f/2,8",Manual,1/125,(FSC:KV)
visual-media-imagery/MM/_2022_10_27_12_29_56..jpg,_2022_10_27_12_29_56..jpg,2,,Henry Cavill,Geralt of Rivia,,,"1,4 MB",4096 x 2731,,,,RGB,sRGB,,,No,,,,,,
visual-media-imagery/MM/en-us_mm2_maintrailer_3840x2160_png_00_02_05_04.png,en-us_mm2_maintrailer_3840x2160_png_00_02_05_04.png,2,,,,,,"13,6 MB",3840 x 2160,,,,RGB,,,,Yes,,,,,,
visual-media-imagery/MM/mm_monsters_v8_trailer_rec709_prores422_uhd_st_20211013-00_01_43_07-still018.png,mm_monsters_v8_trailer_rec709_prores422_uhd_st_20211013-00_01_43_07-still018.png,2,,"Yasen Atour, Kim Bodnia, Paul Bullion","Coen, Vesemir, Lambert",,,"13,4 MB",3840 x 2160,,,,RGB,,,,Yes,,,,,,
visual-media-imagery/MM/0201102.jpg,,2,1,Henry Cavill,Geralt of Rivia,,,7 MB,4000 x 2663,,,,RGB,sRGB IEC61966-2.1,,,No,,,,,,
visual-media-imagery/MM/0201103.jpg,,2,1,Agnes Born,Vereena,"Batch 4 - Photographer Susie Allnutt, CROPPED, D020, Photog Color Corrected",,"15,9 MB",5830 x 3782,Susie Allnutt,NIKON CORPORATION,NIKON Z 6,RGB,Adobe RGB (1998),122 mm,MMSUSIEALLNUTTCS20-81.dng,No,No,Pattern,"f/2,8",Manual,1/160,(FSC:RR)
visual-media-imagery/MM/0201106.jpg,,2,1,Kristofer Hivju,Nivellen,DAY_34,,"30,1 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),165 mm,JM2_2633.NEF,No,No,Pattern,"f/2,8",Manual,1/125,(FSC:KV)
visual-media-imagery/MM/0201107.jpg,,2,1,"MyAnna Buring, Eamon Farren","Tissaia de Vries, Cahir",Day 45,,"22,2 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),70 mm,JM1_3527.NEF,No,No,Pattern,"f/2,8",Manual,1/125,(FSC:KV)
visual-media-imagery/MM/W_201_Unit_00253_RT.jpg,W_201_Unit_00253_RT.jpg,2,1,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,"21,9 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),190 mm,JM2_6091.NEF,No,No,Pattern,"f/2,8",Manual,1/125,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00288_RT.jpg,W_201_Unit_00288_RT.jpg,2,1,Henry Cavill,Geralt of Rivia,,,"31,8 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),200 mm,JM2_6141.NEF,No,No,Pattern,"f/2,8",Manual,1/125,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00475_RT.jpg,W_201_Unit_00475_RT.jpg,2,1,Mahesh Jadu,Vilgefortz of Roggeveen,,,"26,4 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),190 mm,JM2_6290.NEF,No,No,Pattern,"f/4,0",Manual,1/320,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00549_RT.jpg,W_201_Unit_00549_RT.jpg,2,1,MyAnna Buring,Tissaia de Vries,,,"24,1 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),200 mm,JM2_6440.NEF,No,No,Pattern,"f/4,0",Manual,1/320,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00608_RT.jpg,W_201_Unit_00608_RT.jpg,2,1,Freya Allan,Princess Cirilla 'Ciri' of Cintra,,,"26,1 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),180 mm,JM2_6535.NEF,No,No,Pattern,"f/5,0",Manual,1/640,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00642_RT.jpg,W_201_Unit_00642_RT.jpg,2,1,"Freya Allan, Henry Cavill","Princess Cirilla 'Ciri' of Cintra, Geralt of Rivia",,,"23,8 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),140 mm,JM2_6557.NEF,No,No,Pattern,"f/5,0",Manual,1/1.250,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_00939_RT.jpg,W_201_Unit_00939_RT.jpg,2,1,MyAnna Buring,Tissaia de Vries,Selects,,"23,8 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),70 mm,JM2_6937.NEF,No,No,Pattern,"f/4,0",Manual,1/200,FSC:{RD}
visual-media-imagery/MM/W_201_Unit_01304_RT.jpg,W_201_Unit_01304_RT.jpg,2,1,Freya Allan,Princess Cirilla 'Ciri' of Cintra,"DHFFUZ~C, Witcher_201_030220",,"21,4 MB",8256 x 5504,Jay Maidment,NIKON CORPORATION,NIKON Z 7,RGB,Adobe RGB (1998),200 mm,JM2_7461.NEF,No,No,Pattern,"f/2,8",Manual,1/125,(FSC:RR)
